,aff_dist_func,aff_k,aff_mask_func,aff_sigma,algorithm,alpha,can_plot,corruption_level,dataset,dataset_sd,elapsed_time,labeled_percent,mu,tuning_iter,experiments,mean_acc,sd_acc
21,gaussian,15.0,knn,0.2,LGC,0.2,False,0.25,spiral,0.075,3.0589895248413086,0.1,,,20,0.8107,0.03401484969833028
22,gaussian,15.0,knn,0.2,RF,,False,0.35,spiral,0.15,0.3594105243682861,0.1,,,20,0.6843,0.03271864911636787
23,gaussian,15.0,knn,0.2,LDST,,False,0.3,spiral,0.1,5.343629837036133,0.1,99.0,1.0,20,0.88995,0.22768914664515738
24,gaussian,15.0,knn,0.2,LDST,,False,0.1,spiral,0.04,5.210450172424316,0.1,99.0,1.0,20,0.9919,0.0009433981132056736
25,gaussian,15.0,knn,0.2,LDST,,False,0.1,spiral,0.15,5.207849025726318,0.1,99.0,1.0,20,0.9799499999999999,0.005074199444247336
26,gaussian,15.0,knn,0.2,RF,,False,0.0,spiral,0.1,0.4913454055786133,0.1,,,20,0.9631500000000001,0.020273813158850996
27,gaussian,15.0,knn,0.2,GTAM,,False,0.25,spiral,0.075,5.74037504196167,0.1,99.0,0.0,20,0.9759999999999998,2.220446049250313e-16
28,gaussian,15.0,knn,0.2,LGC,0.9,False,0.35,spiral,0.075,1.7253942489624023,0.1,,,20,0.76505,0.03841806215831295
29,gaussian,15.0,knn,0.2,LGC,0.2,False,0.25,spiral,0.04,1.3662621974945068,0.1,,,20,0.80335,0.036588625281636374
30,gaussian,15.0,knn,0.2,LDST,,False,0.0,spiral,0.075,5.26831841468811,0.1,99.0,1.0,20,0.9999,0.0002999999999999669
31,gaussian,15.0,knn,0.2,LGC,0.9,False,0.3,spiral,0.15,0.7867171764373779,0.1,,,20,0.8362,0.02838062719532466
32,gaussian,15.0,knn,0.2,LGC,0.9990000000000001,False,0.0,spiral,0.075,1.9499189853668213,0.1,,,20,0.99985,0.0003570714214271032
33,gaussian,15.0,knn,0.2,RF,,False,0.4,spiral,0.1,0.3766672611236572,0.1,,,20,0.6435500000000001,0.04081724512996929
34,gaussian,15.0,knn,0.2,LDST,,False,0.1,spiral,0.04,6.7825608253479,0.1,99.0,2.0,20,0.9929500000000001,0.001359227721906837
35,gaussian,15.0,knn,0.2,LDST,,False,0.1,spiral,0.1,3.282731771469116,0.1,99.0,2.0,20,0.9919499999999998,0.0013955285736953003
36,gaussian,15.0,knn,0.2,LDST,,False,0.3,spiral,0.15,1.623870611190796,0.1,99.0,2.0,20,0.9679499999999999,0.012068450604779396
